time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p, rel_err_u_star, rel_err_v_star, rel_err_w_star, rel_err_dp
157, 2.46577E-05, 1.17978E-05, 6.97558E-06, 1.72310E-05, 5.37958E-07, 4.39848E-07, 3.41483E-07, 3.59280E-06
158, 2.47590E-05, 1.17889E-05, 7.00911E-06, 1.66414E-05, 5.37550E-07, 4.39594E-07, 3.41221E-07, 3.62337E-06
159, 2.48593E-05, 1.17792E-05, 7.04252E-06, 1.57652E-05, 5.37154E-07, 4.39360E-07, 3.40971E-07, 3.59660E-06
160, 2.49588E-05, 1.17688E-05, 7.07577E-06, 1.46373E-05, 5.36762E-07, 4.39154E-07, 3.40730E-07, 3.51386E-06
161, 2.50574E-05, 1.17577E-05, 7.10882E-06, 1.32966E-05, 5.36373E-07, 4.38960E-07, 3.40497E-07, 3.37809E-06
162, 2.51550E-05, 1.17459E-05, 7.14165E-06, 1.21129E-05, 5.35988E-07, 4.38770E-07, 3.40274E-07, 3.19481E-06
163, 2.52518E-05, 1.17335E-05, 7.17421E-06, 1.19492E-05, 5.35597E-07, 4.38590E-07, 3.40065E-07, 2.96754E-06
164, 2.53476E-05, 1.17206E-05, 7.20646E-06, 1.16391E-05, 5.35194E-07, 4.38411E-07, 3.39865E-07, 2.69674E-06
165, 2.54425E-05, 1.17072E-05, 7.23837E-06, 1.11861E-05, 5.34798E-07, 4.38227E-07, 3.39670E-07, 2.38677E-06
166, 2.55364E-05, 1.16934E-05, 7.26990E-06, 1.05970E-05, 5.34417E-07, 4.38032E-07, 3.39477E-07, 2.04382E-06
167, 2.56294E-05, 1.16792E-05, 7.30101E-06, 9.88244E-06, 5.34030E-07, 4.37827E-07, 3.39290E-07, 1.67587E-06
168, 2.57215E-05, 1.16648E-05, 7.33168E-06, 9.05593E-06, 5.33638E-07, 4.37612E-07, 3.39106E-07, 1.29559E-06
169, 2.58126E-05, 1.16502E-05, 7.36187E-06, 8.13410E-06, 5.33232E-07, 4.37389E-07, 3.38927E-07, 9.39941E-07
170, 2.59028E-05, 1.16516E-05, 7.39155E-06, 7.13606E-06, 5.32822E-07, 4.37156E-07, 3.38747E-07, 7.09556E-07
171, 2.59920E-05, 1.16798E-05, 7.42070E-06, 6.08294E-06, 5.32401E-07, 4.36914E-07, 3.38565E-07, 7.25559E-07
172, 2.60803E-05, 1.17080E-05, 7.44930E-06, 4.99737E-06, 5.31973E-07, 4.36660E-07, 3.38380E-07, 9.14950E-07
173, 2.61678E-05, 1.17364E-05, 7.47734E-06, 5.79410E-06, 5.31531E-07, 4.36394E-07, 3.38186E-07, 1.19043E-06
174, 2.62543E-05, 1.17648E-05, 7.50478E-06, 6.65667E-06, 5.31076E-07, 4.36117E-07, 3.37980E-07, 1.49142E-06
175, 2.63399E-05, 1.17933E-05, 7.53164E-06, 7.44836E-06, 5.30615E-07, 4.35843E-07, 3.37764E-07, 1.80406E-06
