time_step, rel_err_u, rel_err_v, rel_err_w, rel_err_p, rel_err_u_star, rel_err_v_star, rel_err_w_star, rel_err_dp
172, 3.32985E-03, 1.73996E-03, 7.54707E-04, 2.11843E-03, 9.38812E-05, 7.46603E-05, 6.12740E-05, 2.97998E-04
173, 3.36395E-03, 1.75126E-03, 7.60121E-04, 2.12887E-03, 9.43551E-05, 7.50532E-05, 6.16058E-05, 2.99460E-04
174, 3.39807E-03, 1.76248E-03, 7.65489E-04, 2.13929E-03, 9.48300E-05, 7.54459E-05, 6.19372E-05, 3.00993E-04
175, 3.43219E-03, 1.77363E-03, 7.70809E-04, 2.14969E-03, 9.53060E-05, 7.58374E-05, 6.22680E-05, 3.02599E-04
176, 3.46631E-03, 1.78469E-03, 7.76080E-04, 2.16006E-03, 9.57816E-05, 7.62287E-05, 6.25983E-05, 3.04280E-04
177, 3.50042E-03, 1.79568E-03, 7.81301E-04, 2.17042E-03, 9.62570E-05, 7.66189E-05, 6.29281E-05, 3.06030E-04
178, 3.53453E-03, 1.80658E-03, 7.86469E-04, 2.18075E-03, 9.67327E-05, 7.70088E-05, 6.32582E-05, 3.07848E-04
179, 3.56863E-03, 1.81740E-03, 7.91584E-04, 2.19106E-03, 9.72090E-05, 7.73981E-05, 6.35880E-05, 3.09734E-04
180, 3.60270E-03, 1.82813E-03, 7.96643E-04, 2.20135E-03, 9.76859E-05, 7.77864E-05, 6.39173E-05, 3.11685E-04
181, 3.63676E-03, 1.83877E-03, 8.01646E-04, 2.21160E-03, 9.81619E-05, 7.81748E-05, 6.42459E-05, 3.13702E-04
182, 3.67078E-03, 1.84933E-03, 8.06589E-04, 2.22183E-03, 9.86383E-05, 7.85627E-05, 6.45740E-05, 3.15790E-04
