time_step, rms_u, rms_v, rms_w, rms_p
229, 3.26193E-01, 4.83780E-01, 6.09832E-01, 3.28947E-01
230, 3.25678E-01, 4.84258E-01, 6.09613E-01, 3.29762E-01
231, 3.25165E-01, 4.84738E-01, 6.09391E-01, 3.30576E-01
232, 3.24653E-01, 4.85220E-01, 6.09166E-01, 3.31389E-01
233, 3.24144E-01, 4.85705E-01, 6.08939E-01, 3.32200E-01
234, 3.23636E-01, 4.86192E-01, 6.08709E-01, 3.33011E-01
235, 3.23131E-01, 4.86681E-01, 6.08477E-01, 3.33820E-01
236, 3.22627E-01, 4.87173E-01, 6.08243E-01, 3.34627E-01
237, 3.22126E-01, 4.87666E-01, 6.08006E-01, 3.35432E-01
238, 3.21627E-01, 4.88162E-01, 6.07767E-01, 3.36235E-01
239, 3.21129E-01, 4.88660E-01, 6.07525E-01, 3.37036E-01
240, 3.20634E-01, 4.89159E-01, 6.07280E-01, 3.37834E-01
241, 3.20142E-01, 4.89661E-01, 6.07034E-01, 3.38629E-01
242, 3.19651E-01, 4.90164E-01, 6.06784E-01, 3.39421E-01
243, 3.19163E-01, 4.90670E-01, 6.06532E-01, 3.40210E-01
244, 3.18677E-01, 4.91177E-01, 6.06278E-01, 3.40995E-01
245, 3.18194E-01, 4.91685E-01, 6.06022E-01, 3.41776E-01
246, 3.17712E-01, 4.92196E-01, 6.05763E-01, 3.42553E-01
247, 3.17234E-01, 4.92708E-01, 6.05501E-01, 3.43327E-01
248, 3.16758E-01, 4.93222E-01, 6.05237E-01, 3.44095E-01
249, 3.16284E-01, 4.93737E-01, 6.04971E-01, 3.44859E-01
250, 3.15813E-01, 4.94253E-01, 6.04703E-01, 3.45619E-01
251, 3.15345E-01, 4.94772E-01, 6.04432E-01, 3.46373E-01
252, 3.14879E-01, 4.95291E-01, 6.04158E-01, 3.47122E-01
253, 3.14416E-01, 4.95812E-01, 6.03883E-01, 3.47865E-01
254, 3.13955E-01, 4.96334E-01, 6.03605E-01, 3.48603E-01
255, 3.13498E-01, 4.96857E-01, 6.03325E-01, 3.49335E-01
256, 3.13043E-01, 4.97382E-01, 6.03042E-01, 3.50062E-01
257, 3.12591E-01, 4.97907E-01, 6.02757E-01, 3.50782E-01
258, 3.12142E-01, 4.98434E-01, 6.02471E-01, 3.51496E-01
259, 3.11695E-01, 4.98961E-01, 6.02182E-01, 3.52204E-01
260, 3.11252E-01, 4.99490E-01, 6.01890E-01, 3.52906E-01
261, 3.10812E-01, 5.00020E-01, 6.01597E-01, 3.53601E-01
262, 3.10374E-01, 5.00550E-01, 6.01302E-01, 3.54290E-01
263, 3.09939E-01, 5.01081E-01, 6.01004E-01, 3.54972E-01
264, 3.09508E-01, 5.01613E-01, 6.00705E-01, 3.55648E-01
265, 3.09079E-01, 5.02145E-01, 6.00403E-01, 3.56317E-01
266, 3.08654E-01, 5.02679E-01, 6.00100E-01, 3.56980E-01
267, 3.08232E-01, 5.03213E-01, 5.99794E-01, 3.57636E-01
268, 3.07812E-01, 5.03747E-01, 5.99487E-01, 3.58285E-01
269, 3.07396E-01, 5.04282E-01, 5.99178E-01, 3.58928E-01
270, 3.06983E-01, 5.04817E-01, 5.98867E-01, 3.59564E-01
271, 3.06574E-01, 5.05353E-01, 5.98554E-01, 3.60194E-01
272, 3.06167E-01, 5.05889E-01, 5.98240E-01, 3.60817E-01
273, 3.05764E-01, 5.06425E-01, 5.97924E-01, 3.61434E-01
274, 3.05364E-01, 5.06961E-01, 5.97606E-01, 3.62045E-01
275, 3.04967E-01, 5.07498E-01, 5.97287E-01, 3.62650E-01
276, 3.04573E-01, 5.08034E-01, 5.96966E-01, 3.63248E-01
277, 3.04183E-01, 5.08571E-01, 5.96643E-01, 3.63841E-01
278, 3.03796E-01, 5.09108E-01, 5.96319E-01, 3.64428E-01
279, 3.03412E-01, 5.09645E-01, 5.95994E-01, 3.65009E-01
280, 3.03032E-01, 5.10181E-01, 5.95667E-01, 3.65584E-01
281, 3.02655E-01, 5.10718E-01, 5.95339E-01, 3.66155E-01
282, 3.02281E-01, 5.11254E-01, 5.95010E-01, 3.66719E-01
283, 3.01911E-01, 5.11790E-01, 5.94679E-01, 3.67279E-01
284, 3.01544E-01, 5.12326E-01, 5.94347E-01, 3.67834E-01
285, 3.01181E-01, 5.12861E-01, 5.94014E-01, 3.68384E-01
286, 3.00821E-01, 5.13396E-01, 5.93680E-01, 3.68929E-01
287, 3.00464E-01, 5.13930E-01, 5.93345E-01, 3.69469E-01
288, 3.00110E-01, 5.14464E-01, 5.93009E-01, 3.70005E-01
289, 2.99761E-01, 5.14997E-01, 5.92672E-01, 3.70537E-01
290, 2.99414E-01, 5.15530E-01, 5.92334E-01, 3.71065E-01
291, 2.99071E-01, 5.16062E-01, 5.91995E-01, 3.71589E-01
292, 2.98731E-01, 5.16593E-01, 5.91656E-01, 3.72109E-01
293, 2.98395E-01, 5.17124E-01, 5.91315E-01, 3.72626E-01
294, 2.98062E-01, 5.17654E-01, 5.90974E-01, 3.73139E-01
295, 2.97733E-01, 5.18182E-01, 5.90633E-01, 3.73648E-01
296, 2.97407E-01, 5.18710E-01, 5.90291E-01, 3.74155E-01
297, 2.97085E-01, 5.19237E-01, 5.89948E-01, 3.74658E-01
298, 2.96766E-01, 5.19763E-01, 5.89605E-01, 3.75158E-01
299, 2.96451E-01, 5.20288E-01, 5.89261E-01, 3.75656E-01
300, 2.96139E-01, 5.20812E-01, 5.88917E-01, 3.76151E-01
301, 2.95830E-01, 5.21334E-01, 5.88573E-01, 3.76643E-01
302, 2.95525E-01, 5.21856E-01, 5.88228E-01, 3.77133E-01
303, 2.95224E-01, 5.22376E-01, 5.87883E-01, 3.77621E-01
304, 2.94926E-01, 5.22894E-01, 5.87538E-01, 3.78106E-01
305, 2.94631E-01, 5.23412E-01, 5.87193E-01, 3.78590E-01
306, 2.94340E-01, 5.23928E-01, 5.86848E-01, 3.79071E-01
307, 2.94053E-01, 5.24442E-01, 5.86503E-01, 3.79551E-01
308, 2.93769E-01, 5.24955E-01, 5.86158E-01, 3.80029E-01
309, 2.93488E-01, 5.25467E-01, 5.85813E-01, 3.80505E-01
310, 2.93211E-01, 5.25977E-01, 5.85468E-01, 3.80980E-01
311, 2.92938E-01, 5.26485E-01, 5.85124E-01, 3.81453E-01
312, 2.92668E-01, 5.26992E-01, 5.84779E-01, 3.81925E-01
313, 2.92401E-01, 5.27497E-01, 5.84435E-01, 3.82396E-01
314, 2.92138E-01, 5.28000E-01, 5.84091E-01, 3.82865E-01
315, 2.91879E-01, 5.28501E-01, 5.83748E-01, 3.83334E-01
316, 2.91623E-01, 5.29001E-01, 5.83405E-01, 3.83801E-01
317, 2.91370E-01, 5.29498E-01, 5.83063E-01, 3.84267E-01
318, 2.91121E-01, 5.29994E-01, 5.82721E-01, 3.84733E-01
319, 2.90876E-01, 5.30488E-01, 5.82380E-01, 3.85198E-01
320, 2.90634E-01, 5.30979E-01, 5.82040E-01, 3.85662E-01
321, 2.90395E-01, 5.31469E-01, 5.81700E-01, 3.86125E-01
322, 2.90160E-01, 5.31956E-01, 5.81361E-01, 3.86588E-01
323, 2.89928E-01, 5.32442E-01, 5.81023E-01, 3.87050E-01
324, 2.89700E-01, 5.32925E-01, 5.80686E-01, 3.87512E-01
325, 2.89476E-01, 5.33406E-01, 5.80349E-01, 3.87973E-01
326, 2.89255E-01, 5.33885E-01, 5.80014E-01, 3.88434E-01
327, 2.89037E-01, 5.34362E-01, 5.79679E-01, 3.88894E-01
328, 2.88823E-01, 5.34836E-01, 5.79346E-01, 3.89354E-01
329, 2.88612E-01, 5.35308E-01, 5.79014E-01, 3.89814E-01
330, 2.88405E-01, 5.35778E-01, 5.78683E-01, 3.90274E-01
331, 2.88201E-01, 5.36245E-01, 5.78353E-01, 3.90734E-01
332, 2.88001E-01, 5.36709E-01, 5.78024E-01, 3.91193E-01
333, 2.87805E-01, 5.37172E-01, 5.77697E-01, 3.91653E-01
334, 2.87611E-01, 5.37631E-01, 5.77371E-01, 3.92112E-01
335, 2.87421E-01, 5.38089E-01, 5.77046E-01, 3.92571E-01
336, 2.87235E-01, 5.38543E-01, 5.76723E-01, 3.93031E-01
337, 2.87052E-01, 5.38995E-01, 5.76401E-01, 3.93490E-01
338, 2.86873E-01, 5.39445E-01, 5.76081E-01, 3.93950E-01
339, 2.86697E-01, 5.39892E-01, 5.75762E-01, 3.94410E-01
340, 2.86524E-01, 5.40336E-01, 5.75445E-01, 3.94870E-01
341, 2.86355E-01, 5.40777E-01, 5.75130E-01, 3.95330E-01
342, 2.86190E-01, 5.41216E-01, 5.74816E-01, 3.95790E-01
343, 2.86028E-01, 5.41652E-01, 5.74504E-01, 3.96251E-01
344, 2.85869E-01, 5.42085E-01, 5.74194E-01, 3.96712E-01
345, 2.85714E-01, 5.42515E-01, 5.73885E-01, 3.97173E-01
346, 2.85563E-01, 5.42942E-01, 5.73578E-01, 3.97635E-01
347, 2.85414E-01, 5.43367E-01, 5.73273E-01, 3.98097E-01
348, 2.85270E-01, 5.43789E-01, 5.72970E-01, 3.98559E-01
349, 2.85129E-01, 5.44208E-01, 5.72669E-01, 3.99021E-01
350, 2.84991E-01, 5.44623E-01, 5.72370E-01, 3.99484E-01
351, 2.84857E-01, 5.45036E-01, 5.72073E-01, 3.99947E-01
