time_step, LU, FFT, DCT/DST, NA
45, 1.13000E-01, 0.00000E+00, 3.00000E-03, 0.00000E+00
46, 1.10000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
47, 1.10000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
48, 1.07000E-01, 0.00000E+00, 3.00000E-03, 0.00000E+00
49, 1.14000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
50, 1.09000E-01, 8.00000E-03, 3.00000E-03, 0.00000E+00
51, 1.10000E-01, 6.00000E-03, 6.00000E-03, 0.00000E+00
52, 1.07000E-01, 0.00000E+00, 3.00000E-03, 0.00000E+00
53, 1.14000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
54, 1.06000E-01, 7.00000E-03, 4.00000E-03, 0.00000E+00
55, 1.04000E-01, 1.00000E-03, 4.00000E-03, 0.00000E+00
56, 1.20000E-01, 9.00000E-03, 3.00000E-03, 0.00000E+00
57, 1.10000E-01, 2.00000E-03, 6.00000E-03, 0.00000E+00
58, 1.28000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
59, 1.08000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
60, 1.13000E-01, 2.00000E-03, 3.00000E-03, 0.00000E+00
61, 1.10000E-01, 1.00000E-03, 5.00000E-03, 0.00000E+00
62, 1.15000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
63, 1.18000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
64, 1.07000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
65, 1.09000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
66, 1.11000E-01, 1.00000E-03, 4.00000E-03, 0.00000E+00
67, 1.08000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
68, 1.26000E-01, 0.00000E+00, 3.00000E-03, 0.00000E+00
69, 1.25000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
70, 1.06000E-01, 1.00000E-03, 5.00000E-03, 0.00000E+00
71, 1.03000E-01, 1.00000E-03, 5.00000E-03, 0.00000E+00
72, 1.13000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
73, 1.07000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
74, 1.07000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
75, 1.25000E-01, 2.00000E-03, 3.00000E-03, 0.00000E+00
76, 1.13000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
77, 1.09000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
78, 1.19000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
79, 1.12000E-01, 1.00000E-03, 5.10000E-02, 0.00000E+00
80, 1.19000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
81, 1.12000E-01, 3.00000E-03, 3.00000E-03, 0.00000E+00
82, 1.37000E-01, 2.00000E-03, 2.00000E-03, 0.00000E+00
83, 1.08000E-01, 2.00000E-03, 2.00000E-03, 0.00000E+00
84, 1.09000E-01, 2.00000E-03, 3.00000E-03, 0.00000E+00
85, 1.17000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
86, 1.31000E-01, 9.00000E-03, 3.00000E-03, 0.00000E+00
87, 1.06000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
88, 1.12000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
89, 1.10000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
90, 1.18000E-01, 2.00000E-03, 3.00000E-03, 0.00000E+00
91, 1.26000E-01, 0.00000E+00, 3.00000E-03, 0.00000E+00
92, 1.34000E-01, 0.00000E+00, 3.00000E-03, 0.00000E+00
93, 1.12000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
94, 1.13000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
95, 1.06000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
96, 1.07000E-01, 3.00000E-03, 3.00000E-03, 0.00000E+00
97, 1.15000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
98, 1.08000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00
99, 1.05000E-01, 1.00000E-03, 2.00000E-03, 0.00000E+00
100, 1.19000E-01, 1.00000E-03, 3.00000E-03, 0.00000E+00

