time_step, LU, FFT, DCT/DST, NA
83, 1.00000E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00
84, 0.00000E+00, 1.00000E-03, 0.00000E+00, 0.00000E+00
85, 1.00000E-03, 0.00000E+00, 1.00000E-03, 0.00000E+00
86, 1.00000E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00
87, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
88, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
89, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
90, 1.00000E-03, 0.00000E+00, 1.00000E-03, 0.00000E+00
91, 1.00000E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00
92, 1.00000E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00
93, 1.00000E-03, 0.00000E+00, 1.00000E-03, 0.00000E+00
94, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
95, 1.00000E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00
96, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
97, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
98, 1.00000E-03, 0.00000E+00, 1.00000E-03, 0.00000E+00
99, 1.00000E-03, 0.00000E+00, 1.00000E-03, 0.00000E+00
100, 1.00000E-03, 0.00000E+00, 1.00000E-03, 0.00000E+00
